Vianco_data,,,,,
Gattung,GewogenAm,GewichtBezahlt,TVD,,
640 - SPG Stierkalb,2018-11-16,74,1201327940610896,,CH1201327940610896
640 - SPG Stierkalb,2018-11-16,74,1201327940610897,,CH1201327940610897
650 - SPG Kuhkalb,2018-11-16,74,1201327940610898,,CH1201327940610898
650 - SPG Kuhkalb,2018-11-16,74,1201327940610899,,CH1201327940610899
640 - SPG Stierkalb,2018-11-16,75,1201327940610900,,CH1201327940610900
640 - SPG Stierkalb,2018-11-16,75,1201327940610901,,CH1201327940610901
640 - SPG Stierkalb,2018-11-16,75,1201327940610902,,CH1201327940610902
640 - SPG Stierkalb,2018-11-16,75,1201327940610903,,CH1201327940610903
640 - SPG Stierkalb,2018-11-16,75,1201327940610904,,CH1201327940610904
640 - SPG Stierkalb,2018-11-16,75,1201327940610905,,CH1201327940610905
640 - SPG Stierkalb,2018-11-16,75,1201327940610906,,CH1201327940610906
640 - SPG Stierkalb,2018-11-16,75,1201327940610907,,CH1201327940610907
640 - SPG Stierkalb,2018-11-16,75,1201327940610908,,CH1201327940610908
640 - SPG Stierkalb,2018-11-16,75,1201327940610909,,CH1201327940610909
640 - SPG Stierkalb,2018-11-16,75,1201327940610910,,CH1201327940610910
640 - SPG Stierkalb,2018-11-16,75,1201327940610911,,CH1201327940610911
640 - SPG Stierkalb,2018-11-16,75,1201327940610912,,CH1201327940610912
640 - SPG Stierkalb,2018-11-16,75,1201327940610913,,CH1201327940610913
640 - SPG Stierkalb,2018-11-16,75,1201327940610914,,CH1201327940610914
640 - SPG Stierkalb,2018-11-16,75,1201327940610915,,CH1201327940610915
640 - SPG Stierkalb,2018-11-16,75,1201327940610916,,CH1201327940610916
640 - SPG Stierkalb,2018-11-16,75,1201327940610917,,CH1201327940610917
640 - SPG Stierkalb,2018-11-16,75,1201327940610918,,CH1201327940610918
640 - SPG Stierkalb,2018-11-16,75,1201327940610919,,CH1201327940610919
640 - SPG Stierkalb,2018-11-16,75,1201327940610920,,CH1201327940610920
640 - SPG Stierkalb,2018-11-16,75,1201327940610921,,CH1201327940610921
640 - SPG Stierkalb,2018-11-16,75,1201327940610922,,CH1201327940610922
640 - SPG Stierkalb,2018-11-16,75,1201327940610923,,CH1201327940610923
640 - SPG Stierkalb,2018-11-16,75,1201327940610924,,CH1201327940610924
640 - SPG Stierkalb,2018-11-16,75,1201327940610925,,CH1201327940610925
640 - SPG Stierkalb,2018-11-16,75,1201327940610926,,CH1201327940610926
640 - SPG Stierkalb,2018-11-16,75,1201327940610927,,CH1201327940610927
640 - SPG Stierkalb,2018-11-16,75,1201327940610928,,CH1201327940610928
640 - SPG Stierkalb,2018-11-16,75,1201327940610929,,CH1201327940610929
640 - SPG Stierkalb,2018-11-16,75,1201327940610930,,CH1201327940610930
640 - SPG Stierkalb,2018-11-16,75,1201327940610931,,CH1201327940610931
640 - SPG Stierkalb,2018-11-16,75,1201327940610932,,CH1201327940610932
640 - SPG Stierkalb,2018-11-16,75,1201327940610933,,CH1201327940610933
640 - SPG Stierkalb,2018-11-16,75,1201327940610934,,CH1201327940610934
640 - SPG Stierkalb,2018-11-16,75,1201327940610935,,CH1201327940610935
640 - SPG Stierkalb,2018-11-16,75,1201327940610936,,CH1201327940610936
640 - SPG Stierkalb,2018-11-16,75,1201327940610937,,CH1201327940610937
640 - SPG Stierkalb,2018-11-16,75,1201327940610938,,CH1201327940610938
640 - SPG Stierkalb,2018-11-16,75,1201327940610939,,CH1201327940610939
640 - SPG Stierkalb,2018-11-16,75,1201327940610940,,CH1201327940610940
640 - SPG Stierkalb,2018-11-16,75,1201327940610941,,CH1201327940610941
640 - SPG Stierkalb,2018-11-16,75,1201327940610942,,CH1201327940610942
650 - SPG Kuhkalb,2018-11-16,75,1201327940610943,,CH1201327940610943
650 - SPG Kuhkalb,2018-11-16,75,1201327940610944,,CH1201327940610944
650 - SPG Kuhkalb,2018-11-16,75,1201327940610945,,CH1201327940610945
650 - SPG Kuhkalb,2018-11-16,75,1201327940610946,,CH1201327940610946
650 - SPG Kuhkalb,2018-11-16,75,1201327940610947,,CH1201327940610947
650 - SPG Kuhkalb,2018-11-16,75,1201327940610948,,CH1201327940610948
650 - SPG Kuhkalb,2018-11-16,75,1201327940610949,,CH1201327940610949
650 - SPG Kuhkalb,2018-11-16,75,1201327940610950,,CH1201327940610950
650 - SPG Kuhkalb,2018-11-16,75,1201327940610951,,CH1201327940610951
650 - SPG Kuhkalb,2018-11-16,75,1201327940610952,,CH1201327940610952
650 - SPG Kuhkalb,2018-11-16,75,1201327940610953,,CH1201327940610953
650 - SPG Kuhkalb,2018-11-16,75,1201327940610954,,CH1201327940610954
650 - SPG Kuhkalb,2018-11-16,75,1201327940610955,,CH1201327940610955
650 - SPG Kuhkalb,2018-11-16,75,1201327940610956,,CH1201327940610956
650 - SPG Kuhkalb,2018-11-16,75,1201327940610957,,CH1201327940610957
650 - SPG Kuhkalb,2018-11-16,75,1201327940610958,,CH1201327940610958
650 - SPG Kuhkalb,2018-11-16,75,1201327940610959,,CH1201327940610959
650 - SPG Kuhkalb,2018-11-16,75,1201327940610960,,CH1201327940610960
650 - SPG Kuhkalb,2018-11-16,75,1201327940610961,,CH1201327940610961
650 - SPG Kuhkalb,2018-11-16,75,1201327940610962,,CH1201327940610962
650 - SPG Kuhkalb,2018-11-16,75,1201327940610963,,CH1201327940610963
650 - SPG Kuhkalb,2018-11-16,75,1201327940610964,,CH1201327940610964
650 - SPG Kuhkalb,2018-11-16,75,1201327940610965,,CH1201327940610965
650 - SPG Kuhkalb,2018-11-16,75,1201327940610966,,CH1201327940610966
650 - SPG Kuhkalb,2018-11-16,75,1201327940610967,,CH1201327940610967
650 - SPG Kuhkalb,2018-11-16,75,1201327940610968,,CH1201327940610968
650 - SPG Kuhkalb,2018-11-16,75,1201327940610969,,CH1201327940610969
650 - SPG Kuhkalb,2018-11-16,75,1201327940610970,,CH1201327940610970
650 - SPG Kuhkalb,2018-11-16,75,1201327940610971,,CH1201327940610971
650 - SPG Kuhkalb,2018-11-16,75,1201327940610972,,CH1201327940610972
650 - SPG Kuhkalb,2018-11-16,75,1201327940610973,,CH1201327940610973
650 - SPG Kuhkalb,2018-11-16,75,1201327940610974,,CH1201327940610974
650 - SPG Kuhkalb,2018-11-16,75,1201327940610975,,CH1201327940610975
650 - SPG Kuhkalb,2018-11-16,75,1201327940610976,,CH1201327940610976
650 - SPG Kuhkalb,2018-11-23,57,1201327940610977,,CH1201327940610977
640 - SPG Stierkalb,2018-11-23,60,1201327940610978,,CH1201327940610978
640 - SPG Stierkalb,2018-11-23,60,1201327940610979,,CH1201327940610979
650 - SPG Kuhkalb,2018-11-23,60,1201327940610980,,CH1201327940610980
650 - SPG Kuhkalb,2018-11-23,60,1201327940610981,,CH1201327940610981
640 - SPG Stierkalb,2018-11-23,61,1201327940610982,,CH1201327940610982
650 - SPG Kuhkalb,2018-11-23,63,1201327940610983,,CH1201327940610983
650 - SPG Kuhkalb,2018-11-23,63,1201327940610984,,CH1201327940610984
650 - SPG Kuhkalb,2018-11-23,63,1201327940610985,,CH1201327940610985
650 - SPG Kuhkalb,2018-11-23,63,1201327940610986,,CH1201327940610986
640 - SPG Stierkalb,2018-11-23,64,1201327940610987,,CH1201327940610987
650 - SPG Kuhkalb,2018-11-23,65,1201327940610988,,CH1201327940610988
640 - SPG Stierkalb,2018-11-23,66,1201327940610989,,CH1201327940610989
650 - SPG Kuhkalb,2018-11-23,66,1201327940610990,,CH1201327940610990
650 - SPG Kuhkalb,2018-11-23,66,1201327940610991,,CH1201327940610991
640 - SPG Stierkalb,2018-11-23,67,1201327940610992,,CH1201327940610992
640 - SPG Stierkalb,2018-11-23,67,1201327940610993,,CH1201327940610993
650 - SPG Kuhkalb,2018-11-23,67,1201327940610994,,CH1201327940610994
650 - SPG Kuhkalb,2018-11-23,68,1201327940610995,,CH1201327940610995
650 - SPG Kuhkalb,2018-11-23,68,1201327940610996,,CH1201327940610996
650 - SPG Kuhkalb,2018-11-23,68,1201327940610997,,CH1201327940610997
650 - SPG Kuhkalb,2018-11-23,68,1201327940610998,,CH1201327940610998
650 - SPG Kuhkalb,2018-11-23,68,1201327940610999,,CH1201327940610999
640 - SPG Stierkalb,2018-11-23,69,1201327940611000,,CH1201327940611000
640 - SPG Stierkalb,2018-11-23,70,1201327940611001,,CH1201327940611001
640 - SPG Stierkalb,2018-11-23,70,1201327940611002,,CH1201327940611002
640 - SPG Stierkalb,2018-11-23,70,1201327940611003,,CH1201327940611003
650 - SPG Kuhkalb,2018-11-23,70,1201327940611004,,CH1201327940611004
640 - SPG Stierkalb,2018-11-23,71,1201327940611005,,CH1201327940611005
640 - SPG Stierkalb,2018-11-23,71,1201327940611006,,CH1201327940611006
650 - SPG Kuhkalb,2018-11-23,71,1201327940611007,,CH1201327940611007
650 - SPG Kuhkalb,2018-11-23,71,1201327940611008,,CH1201327940611008
650 - SPG Kuhkalb,2018-11-23,71,1201327940611009,,CH1201327940611009
650 - SPG Kuhkalb,2018-11-23,71,1201327940611010,,CH1201327940611010
650 - SPG Kuhkalb,2018-11-23,71,1201327940611011,,CH1201327940611011
640 - SPG Stierkalb,2018-11-23,72,1201327940611012,,CH1201327940611012
640 - SPG Stierkalb,2018-11-23,72,1201327940611013,,CH1201327940611013
640 - SPG Stierkalb,2018-11-23,72,1201327940611014,,CH1201327940611014
640 - SPG Stierkalb,2018-11-23,72,1201327940611015,,CH1201327940611015
650 - SPG Kuhkalb,2018-11-23,72,1201327940611016,,CH1201327940611016
650 - SPG Kuhkalb,2018-11-23,72,1201327940611017,,CH1201327940611017
640 - SPG Stierkalb,2018-11-23,73,1201327940611018,,CH1201327940611018
640 - SPG Stierkalb,2018-11-23,73,1201327940611019,,CH1201327940611019
640 - SPG Stierkalb,2018-11-23,73,1201327940611020,,CH1201327940611020
640 - SPG Stierkalb,2018-11-23,73,1201327940611021,,CH1201327940611021
650 - SPG Kuhkalb,2018-11-23,73,1201327940611022,,CH1201327940611022
640 - SPG Stierkalb,2018-11-23,74,1201327940611023,,CH1201327940611023
640 - SPG Stierkalb,2018-11-23,74,1201327940611024,,CH1201327940611024
640 - SPG Stierkalb,2018-11-23,74,1201327940611025,,CH1201327940611025
650 - SPG Kuhkalb,2018-11-23,74,1201327940611026,,CH1201327940611026
640 - SPG Stierkalb,2018-11-23,75,1201327940611027,,CH1201327940611027
640 - SPG Stierkalb,2018-11-23,75,1201327940611028,,CH1201327940611028
640 - SPG Stierkalb,2018-11-23,75,1201327940611029,,CH1201327940611029
640 - SPG Stierkalb,2018-11-23,75,1201327940611030,,CH1201327940611030
640 - SPG Stierkalb,2018-11-23,75,1201327940611031,,CH1201327940611031
640 - SPG Stierkalb,2018-11-23,75,1201327940611032,,CH1201327940611032
640 - SPG Stierkalb,2018-11-23,75,1201327940611033,,CH1201327940611033
640 - SPG Stierkalb,2018-11-23,75,1201327940611034,,CH1201327940611034
640 - SPG Stierkalb,2018-11-23,75,1201327940611035,,CH1201327940611035
640 - SPG Stierkalb,2018-11-23,75,1201327940611036,,CH1201327940611036
640 - SPG Stierkalb,2018-11-23,75,1201327940611037,,CH1201327940611037
640 - SPG Stierkalb,2018-11-23,75,1201327940611038,,CH1201327940611038
640 - SPG Stierkalb,2018-11-23,75,1201327940611039,,CH1201327940611039
640 - SPG Stierkalb,2018-11-23,75,1201327940611040,,CH1201327940611040
640 - SPG Stierkalb,2018-11-23,75,1201327940611041,,CH1201327940611041
640 - SPG Stierkalb,2018-11-23,75,1201327940611042,,CH1201327940611042
640 - SPG Stierkalb,2018-11-23,75,1201327940611043,,CH1201327940611043
640 - SPG Stierkalb,2018-11-23,75,1201327940611044,,CH1201327940611044
640 - SPG Stierkalb,2018-11-23,75,1201327940611045,,CH1201327940611045
640 - SPG Stierkalb,2018-11-23,75,1201327940611046,,CH1201327940611046
640 - SPG Stierkalb,2018-11-23,75,1201327940611047,,CH1201327940611047
640 - SPG Stierkalb,2018-11-23,75,1201327940611048,,CH1201327940611048
640 - SPG Stierkalb,2018-11-23,75,1201327940611049,,CH1201327940611049
640 - SPG Stierkalb,2018-11-23,75,1201327940611050,,CH1201327940611050
640 - SPG Stierkalb,2018-11-23,75,1201327940611051,,CH1201327940611051
640 - SPG Stierkalb,2018-11-23,75,1201327940611052,,CH1201327940611052
640 - SPG Stierkalb,2018-11-23,75,1201327940611053,,CH1201327940611053
640 - SPG Stierkalb,2018-11-23,75,1201327940611054,,CH1201327940611054
640 - SPG Stierkalb,2018-11-23,75,1201327940611055,,CH1201327940611055
640 - SPG Stierkalb,2018-11-23,75,1201327940611056,,CH1201327940611056
640 - SPG Stierkalb,2018-11-23,75,1201327940611057,,CH1201327940611057
640 - SPG Stierkalb,2018-11-23,75,1201327940611058,,CH1201327940611058
640 - SPG Stierkalb,2018-11-23,75,1201327940611059,,CH1201327940611059
640 - SPG Stierkalb,2018-11-23,75,1201327940611060,,CH1201327940611060
640 - SPG Stierkalb,2018-11-23,75,1201327940611061,,CH1201327940611061
640 - SPG Stierkalb,2018-11-23,75,1201327940611062,,CH1201327940611062
640 - SPG Stierkalb,2018-11-23,75,1201327940611063,,CH1201327940611063
640 - SPG Stierkalb,2018-11-23,75,1201327940611064,,CH1201327940611064
650 - SPG Kuhkalb,2018-11-23,75,1201327940611065,,CH1201327940611065
650 - SPG Kuhkalb,2018-11-23,75,1201327940611066,,CH1201327940611066
650 - SPG Kuhkalb,2018-11-23,75,1201327940611067,,CH1201327940611067
650 - SPG Kuhkalb,2018-11-23,75,1201327940611068,,CH1201327940611068
650 - SPG Kuhkalb,2018-11-23,75,1201327940611069,,CH1201327940611069
650 - SPG Kuhkalb,2018-11-23,75,1201327940611070,,CH1201327940611070
650 - SPG Kuhkalb,2018-11-23,75,1201327940611071,,CH1201327940611071
650 - SPG Kuhkalb,2018-11-23,75,1201327940611072,,CH1201327940611072
650 - SPG Kuhkalb,2018-11-23,75,1201327940611073,,CH1201327940611073
650 - SPG Kuhkalb,2018-11-23,75,1201327940611074,,CH1201327940611074
650 - SPG Kuhkalb,2018-11-23,75,1201327940611075,,CH1201327940611075
650 - SPG Kuhkalb,2018-11-23,75,1201327940611076,,CH1201327940611076
650 - SPG Kuhkalb,2018-11-23,75,1201327940611077,,CH1201327940611077
650 - SPG Kuhkalb,2018-11-23,75,1201327940611078,,CH1201327940611078
650 - SPG Kuhkalb,2018-11-23,75,1201327940611079,,CH1201327940611079
650 - SPG Kuhkalb,2018-11-23,75,1201327940611080,,CH1201327940611080
650 - SPG Kuhkalb,2018-11-23,75,1201327940611081,,CH1201327940611081
650 - SPG Kuhkalb,2018-11-23,75,1201327940611082,,CH1201327940611082
650 - SPG Kuhkalb,2018-11-23,75,1201327940611083,,CH1201327940611083
650 - SPG Kuhkalb,2018-11-23,75,1201327940611084,,CH1201327940611084
650 - SPG Kuhkalb,2018-11-23,75,1201327940611085,,CH1201327940611085
650 - SPG Kuhkalb,2018-11-23,75,1201327940611086,,CH1201327940611086
650 - SPG Kuhkalb,2018-11-23,75,1201327940611087,,CH1201327940611087
650 - SPG Kuhkalb,2018-11-23,75,1201327940611088,,CH1201327940611088
650 - SPG Kuhkalb,2018-11-23,75,1201327940611089,,CH1201327940611089
650 - SPG Kuhkalb,2018-11-23,75,1201327940611090,,CH1201327940611090
650 - SPG Kuhkalb,2018-11-23,75,1201327940611091,,CH1201327940611091
640 - SPG Stierkalb,2018-11-26,75,1201327940611092,,CH1201327940611092
640 - SPG Stierkalb,2018-11-26,75,1201327940611093,,CH1201327940611093
640 - SPG Stierkalb,2018-11-28,75,1201327940611094,,CH1201327940611094
650 - SPG Kuhkalb,2018-11-29,75,1201327940611095,,CH1201327940611095
640 - SPG Stierkalb,2018-11-30,45,1201327940611096,,CH1201327940611096
650 - SPG Kuhkalb,2018-11-30,56,1201327940611097,,CH1201327940611097
640 - SPG Stierkalb,2018-11-30,60,1201327940611098,,CH1201327940611098
640 - SPG Stierkalb,2018-11-30,61,1201327940611099,,CH1201327940611099
650 - SPG Kuhkalb,2018-11-30,64,1201327940611100,,CH1201327940611100
640 - SPG Stierkalb,2018-11-30,65,1201327940611101,,CH1201327940611101
640 - SPG Stierkalb,2018-11-30,65,1201327940611102,,CH1201327940611102
640 - SPG Stierkalb,2018-11-30,66,1201327940611103,,CH1201327940611103
640 - SPG Stierkalb,2018-11-30,66,1201327940611104,,CH1201327940611104
640 - SPG Stierkalb,2018-11-30,66,1201327940611105,,CH1201327940611105
650 - SPG Kuhkalb,2018-11-30,66,1201327940611106,,CH1201327940611106
650 - SPG Kuhkalb,2018-11-30,66,1201327940611107,,CH1201327940611107
640 - SPG Stierkalb,2018-11-30,67,1201327940611108,,CH1201327940611108
640 - SPG Stierkalb,2018-11-30,68,1201327940611109,,CH1201327940611109
650 - SPG Kuhkalb,2018-11-30,68,1201327940611110,,CH1201327940611110
650 - SPG Kuhkalb,2018-11-30,68,1201327940611111,,CH1201327940611111
650 - SPG Kuhkalb,2018-11-30,69,1201327940611112,,CH1201327940611112
640 - SPG Stierkalb,2018-11-30,70,1201327940611113,,CH1201327940611113
640 - SPG Stierkalb,2018-11-30,70,1201327940611114,,CH1201327940611114
640 - SPG Stierkalb,2018-11-30,70,1201327940611115,,CH1201327940611115
650 - SPG Kuhkalb,2018-11-30,70,1201327940611116,,CH1201327940611116
650 - SPG Kuhkalb,2018-11-30,70,1201327940611117,,CH1201327940611117
650 - SPG Kuhkalb,2018-11-30,70,1201327940611118,,CH1201327940611118
650 - SPG Kuhkalb,2018-11-30,70,1201327940611119,,CH1201327940611119
650 - SPG Kuhkalb,2018-11-30,70,1201327940611120,,CH1201327940611120
650 - SPG Kuhkalb,2018-11-30,70,1201327940611121,,CH1201327940611121
640 - SPG Stierkalb,2018-11-30,71,1201327940611122,,CH1201327940611122
640 - SPG Stierkalb,2018-11-30,71,1201327940611123,,CH1201327940611123
640 - SPG Stierkalb,2018-11-30,71,1201327940611124,,CH1201327940611124
640 - SPG Stierkalb,2018-11-30,71,1201327940611125,,CH1201327940611125
640 - SPG Stierkalb,2018-11-30,71,1201327940611126,,CH1201327940611126
640 - SPG Stierkalb,2018-11-30,71,1201327940611127,,CH1201327940611127
650 - SPG Kuhkalb,2018-11-30,71,1201327940611128,,CH1201327940611128
640 - SPG Stierkalb,2018-11-30,72,1201327940611129,,CH1201327940611129
640 - SPG Stierkalb,2018-11-30,72,1201327940611130,,CH1201327940611130
650 - SPG Kuhkalb,2018-11-30,72,1201327940611131,,CH1201327940611131
640 - SPG Stierkalb,2018-11-30,73,1201327940611132,,CH1201327940611132
640 - SPG Stierkalb,2018-11-30,73,1201327940611133,,CH1201327940611133
650 - SPG Kuhkalb,2018-11-30,73,1201327940611134,,CH1201327940611134
650 - SPG Kuhkalb,2018-11-30,73,1201327940611135,,CH1201327940611135
650 - SPG Kuhkalb,2018-11-30,73,1201327940611136,,CH1201327940611136
640 - SPG Stierkalb,2018-11-30,74,1201327940611137,,CH1201327940611137
640 - SPG Stierkalb,2018-11-30,74,1201327940611138,,CH1201327940611138
640 - SPG Stierkalb,2018-11-30,74,1201327940611139,,CH1201327940611139
640 - SPG Stierkalb,2018-11-30,74,1201327940611140,,CH1201327940611140
650 - SPG Kuhkalb,2018-11-30,74,1201327940611141,,CH1201327940611141
640 - SPG Stierkalb,2018-11-30,75,1201327940611142,,CH1201327940611142
640 - SPG Stierkalb,2018-11-30,75,1201327940611143,,CH1201327940611143
640 - SPG Stierkalb,2018-11-30,75,1201327940611144,,CH1201327940611144
640 - SPG Stierkalb,2018-11-30,75,1201327940611145,,CH1201327940611145
640 - SPG Stierkalb,2018-11-30,75,1201327940611146,,CH1201327940611146
640 - SPG Stierkalb,2018-11-30,75,1201327940611147,,CH1201327940611147
640 - SPG Stierkalb,2018-11-30,75,1201327940611148,,CH1201327940611148
640 - SPG Stierkalb,2018-11-30,75,1201327940611149,,CH1201327940611149
640 - SPG Stierkalb,2018-11-30,75,1201327940611150,,CH1201327940611150
640 - SPG Stierkalb,2018-11-30,75,1201327940611151,,CH1201327940611151
640 - SPG Stierkalb,2018-11-30,75,1201327940611152,,CH1201327940611152
640 - SPG Stierkalb,2018-11-30,75,1201327940611153,,CH1201327940611153
640 - SPG Stierkalb,2018-11-30,75,1201327940611154,,CH1201327940611154
640 - SPG Stierkalb,2018-11-30,75,1201327940611155,,CH1201327940611155
640 - SPG Stierkalb,2018-11-30,75,1201327940611156,,CH1201327940611156
640 - SPG Stierkalb,2018-11-30,75,1201327940611157,,CH1201327940611157
640 - SPG Stierkalb,2018-11-30,75,1201327940611158,,CH1201327940611158
640 - SPG Stierkalb,2018-11-30,75,1201327940611159,,CH1201327940611159
640 - SPG Stierkalb,2018-11-30,75,1201327940611160,,CH1201327940611160
640 - SPG Stierkalb,2018-11-30,75,1201327940611161,,CH1201327940611161
640 - SPG Stierkalb,2018-11-30,75,1201327940611162,,CH1201327940611162
640 - SPG Stierkalb,2018-11-30,75,1201327940611163,,CH1201327940611163
640 - SPG Stierkalb,2018-11-30,75,1201327940611164,,CH1201327940611164
640 - SPG Stierkalb,2018-11-30,75,1201327940611165,,CH1201327940611165
640 - SPG Stierkalb,2018-11-30,75,1201327940611166,,CH1201327940611166
640 - SPG Stierkalb,2018-11-30,75,1201327940611167,,CH1201327940611167
640 - SPG Stierkalb,2018-11-30,75,1201327940611168,,CH1201327940611168
640 - SPG Stierkalb,2018-11-30,75,1201327940611169,,CH1201327940611169
640 - SPG Stierkalb,2018-11-30,75,1201327940611170,,CH1201327940611170
640 - SPG Stierkalb,2018-11-30,75,1201327940611171,,CH1201327940611171
640 - SPG Stierkalb,2018-11-30,75,1201327940611172,,CH1201327940611172
640 - SPG Stierkalb,2018-11-30,75,1201327940611173,,CH1201327940611173
640 - SPG Stierkalb,2018-11-30,75,1201327940611174,,CH1201327940611174
640 - SPG Stierkalb,2018-11-30,75,1201327940611175,,CH1201327940611175
640 - SPG Stierkalb,2018-11-30,75,1201327940611176,,CH1201327940611176
640 - SPG Stierkalb,2018-11-30,75,1201327940611177,,CH1201327940611177
640 - SPG Stierkalb,2018-11-30,75,1201327940611178,,CH1201327940611178
640 - SPG Stierkalb,2018-11-30,75,1201327940611179,,CH1201327940611179
640 - SPG Stierkalb,2018-11-30,75,1201327940611180,,CH1201327940611180
640 - SPG Stierkalb,2018-11-30,75,1201327940611181,,CH1201327940611181
640 - SPG Stierkalb,2018-11-30,75,1201327940611182,,CH1201327940611182
640 - SPG Stierkalb,2018-11-30,75,1201327940611183,,CH1201327940611183
640 - SPG Stierkalb,2018-11-30,75,1201327940611184,,CH1201327940611184
640 - SPG Stierkalb,2018-11-30,75,1201327940611185,,CH1201327940611185
640 - SPG Stierkalb,2018-11-30,75,1201327940611186,,CH1201327940611186
640 - SPG Stierkalb,2018-11-30,75,1201327940611187,,CH1201327940611187
640 - SPG Stierkalb,2018-11-30,75,1201327940611188,,CH1201327940611188
640 - SPG Stierkalb,2018-11-30,75,1201327940611189,,CH1201327940611189
640 - SPG Stierkalb,2018-11-30,75,1201327940611190,,CH1201327940611190
640 - SPG Stierkalb,2018-11-30,75,1201327940611191,,CH1201327940611191
650 - SPG Kuhkalb,2018-11-30,75,1201327940611192,,CH1201327940611192
650 - SPG Kuhkalb,2018-11-30,75,1201327940611193,,CH1201327940611193
650 - SPG Kuhkalb,2018-11-30,75,1201327940611194,,CH1201327940611194
650 - SPG Kuhkalb,2018-11-30,75,1201327940611195,,CH1201327940611195
650 - SPG Kuhkalb,2018-11-30,75,1201327940611196,,CH1201327940611196
650 - SPG Kuhkalb,2018-11-30,75,1201327940611197,,CH1201327940611197
650 - SPG Kuhkalb,2018-11-30,75,1201327940611198,,CH1201327940611198
650 - SPG Kuhkalb,2018-11-30,75,1201327940611199,,CH1201327940611199
650 - SPG Kuhkalb,2018-11-30,75,1201327940611200,,CH1201327940611200
650 - SPG Kuhkalb,2018-11-30,75,1201327940611201,,CH1201327940611201
650 - SPG Kuhkalb,2018-11-30,75,1201327940611202,,CH1201327940611202
650 - SPG Kuhkalb,2018-11-30,75,1201327940611203,,CH1201327940611203
650 - SPG Kuhkalb,2018-11-30,75,1201327940611204,,CH1201327940611204
650 - SPG Kuhkalb,2018-11-30,75,1201327940611205,,CH1201327940611205
650 - SPG Kuhkalb,2018-11-30,75,1201327940611206,,CH1201327940611206
650 - SPG Kuhkalb,2018-11-30,75,1201327940611207,,CH1201327940611207
650 - SPG Kuhkalb,2018-11-30,75,1201327940611208,,CH1201327940611208
650 - SPG Kuhkalb,2018-11-30,75,1201327940611209,,CH1201327940611209
650 - SPG Kuhkalb,2018-11-30,75,1201327940611210,,CH1201327940611210
650 - SPG Kuhkalb,2018-11-30,75,1201327940611211,,CH1201327940611211
650 - SPG Kuhkalb,2018-11-30,75,1201327940611212,,CH1201327940611212
640 - SPG Stierkalb,2018-12-03,68,1201327940611213,,CH1201327940611213
640 - SPG Stierkalb,2018-12-05,75,1201327940611214,,CH1201327940611214
640 - SPG Stierkalb,2018-12-05,75,1201327940611215,,CH1201327940611215
650 - SPG Kuhkalb,2018-12-07,52,1201327940611216,,CH1201327940611216
650 - SPG Kuhkalb,2018-12-07,53,1201327940611217,,CH1201327940611217
640 - SPG Stierkalb,2018-12-07,57,1201327940611218,,CH1201327940611218
640 - SPG Stierkalb,2018-12-07,57,1201327940611219,,CH1201327940611219
650 - SPG Kuhkalb,2018-12-07,58,1201327940611220,,CH1201327940611220
650 - SPG Kuhkalb,2018-12-07,59,1201327940611221,,CH1201327940611221
640 - SPG Stierkalb,2018-12-07,60,1201327940611222,,CH1201327940611222
650 - SPG Kuhkalb,2018-12-07,60,1201327940611223,,CH1201327940611223
640 - SPG Stierkalb,2018-12-07,61,1201327940611224,,CH1201327940611224
640 - SPG Stierkalb,2018-12-07,61,1201327940611225,,CH1201327940611225
650 - SPG Kuhkalb,2018-12-07,62,1201327940611226,,CH1201327940611226
640 - SPG Stierkalb,2018-12-07,63,1201327940611227,,CH1201327940611227
640 - SPG Stierkalb,2018-12-07,64,1201327940611228,,CH1201327940611228
640 - SPG Stierkalb,2018-12-07,64,1201327940611229,,CH1201327940611229
650 - SPG Kuhkalb,2018-12-07,64,1201327940611230,,CH1201327940611230
640 - SPG Stierkalb,2018-12-07,65,1201327940611231,,CH1201327940611231
640 - SPG Stierkalb,2018-12-07,65,1201327940611232,,CH1201327940611232
650 - SPG Kuhkalb,2018-12-07,65,1201327940611233,,CH1201327940611233
650 - SPG Kuhkalb,2018-12-07,65,1201327940611234,,CH1201327940611234
650 - SPG Kuhkalb,2018-12-07,65,1201327940611235,,CH1201327940611235
650 - SPG Kuhkalb,2018-12-07,65,1201327940611236,,CH1201327940611236
650 - SPG Kuhkalb,2018-12-07,65,1201327940611237,,CH1201327940611237
650 - SPG Kuhkalb,2018-12-07,65,1201327940611238,,CH1201327940611238
640 - SPG Stierkalb,2018-12-07,66,1201327940611239,,CH1201327940611239
640 - SPG Stierkalb,2018-12-07,66,1201327940611240,,CH1201327940611240
650 - SPG Kuhkalb,2018-12-07,66,1201327940611241,,CH1201327940611241
640 - SPG Stierkalb,2018-12-07,67,1201327940611242,,CH1201327940611242
640 - SPG Stierkalb,2018-12-07,67,1201327940611243,,CH1201327940611243
640 - SPG Stierkalb,2018-12-07,67,1201327940611244,,CH1201327940611244
650 - SPG Kuhkalb,2018-12-07,67,1201327940611245,,CH1201327940611245
650 - SPG Kuhkalb,2018-12-07,67,1201327940611246,,CH1201327940611246
650 - SPG Kuhkalb,2018-12-07,67,1201327940611247,,CH1201327940611247
640 - SPG Stierkalb,2018-12-07,68,1201327940611248,,CH1201327940611248
640 - SPG Stierkalb,2018-12-07,68,1201327940611249,,CH1201327940611249
